id,name,full_name,birthday,height,weight
14899,Justin Va'a,Justin Hugh Va'a,1978-07-26 00:00:00,1.83,123
14900,Lualua Vailoaloa,Lualua Vailoaloa,1980-11-28 00:00:00,1.7,89
14901,Kieran Campbell,Kieran Patrick Campbell,1979-07-26 00:00:00,1.8,82
14902,Trevor Hogan,Trevor Hogan,1979-11-19 00:00:00,1.98,110
14903,Bernard Jackman,Bernard James Jackman,1976-05-05 00:00:00,1.83,114
14904,Matt McCullough,Matthew Thompson McCullough,1981-09-09 00:00:00,1.98,109
14909,David Quinlan,David Peter Quinlan,1978-01-04 00:00:00,1.93,102
14910,Jan Rudolf,Jan Rudolf,,,
14911,Temur Sokhadze,Teimuraz Sokhadze,1985-05-25 00:00:00,1.8,74
14912,Teppei Tomioka,Teppei Tomioka,1977-03-01 00:00:00,1.8,93
14914,Tomas Veniger,Tomas Veniger,,,
14915,Pavel Vokrouhlik,Pavel Vokrouhlik,,,
14916,Roger Wilson,Roger Graham Wilson,1981-09-21 00:00:00,1.91,105
14917,Alejandro Broggi,Alejandro Broggi,,,
14918,Pablo Canavosio,Pablo Luis Canavosio,1981-12-26 00:00:00,1.75,82
14923,Julien Candelon,Julien Candelon,1980-07-08 00:00:00,1.73,81
14926,Florian Fritz,Florian Fritz,1984-01-17 00:00:00,1.78,97
14928,Craig Hammond,Craig Joseph Hammond,1979-02-11 00:00:00,1.91,106
14934,Romain Millo-Chluski,Romain Millo-Chluski,1983-04-20 00:00:00,1.96,120
14945,Chris Wyles,Christopher Thomas Wyles,1983-09-13 00:00:00,1.83,93
14946,Jaime Arocena Mesones,Jaime Arocena Mesones,1978-06-15 00:00:00,2.01,112
14947,Juan Martin Berberian Blanco,Juan Martin Berberian Blanco,1977-04-25 00:00:00,1.91,93
14948,Simon Bofelli,Simon Bofelli,,,
14949,Rafael Carballo,Rafael Carballo,1981-10-16 00:00:00,1.8,87
14950,Agustin Costa Repetto,Agustin Costa Repetto,1982-12-21 00:00:00,1.75,115
14951,Genaro Fessia,Genaro Fessia,1981-07-22 00:00:00,1.88,112
14952,Kieran Lewis,Kieran Patrick Lewis,1980-08-19 00:00:00,1.85,89
14953,Gaston Llanos,Gaston Llanos,1980-12-20 00:00:00,2.03,111
14954,Jason Pye,Jason Pye,1983-04-25 00:00:00,1.83,82
14955,Sebastien Rondinelli,Sebastien Rondinelli,1975-08-22 00:00:00,1.85,107
14957,Seti Kiole,Seti Kiole,1980-06-07 00:00:00,1.98,111
14958,Moses Makasini,Moses Makasini,,,
14960,Michele Rizzo,Michele Rizzo,1982-09-16 00:00:00,1.88,109
14961,Ravuama Samo,Ravuama Samo,1979-08-19 00:00:00,1.91,124
14962,Apo Satala,Apolosi Vonowale Satala,1978-08-14 00:00:00,1.93,105
14963,Siaosi Taufa,Siaosi Taufa,,,
14964,Hudson Tonga'uiha,Kosilio Tonga'uiha,1983-11-16 00:00:00,1.88,94
14965,Jo Tora,Josevata Naikidi Tora,1980-04-16 00:00:00,1.78,93
14966,Matini Tupou,Matini Tupou,1982-02-25 00:00:00,,
14968,Peter Densmore,Peter Densmore,1976-09-28 00:00:00,1.73,101
14969,Casey Dunning,Casey Dunning,1980-06-18 00:00:00,1.83,110
14970,Iain Exner,Iain Exner,1979-04-09 00:00:00,1.83,114
14971,Carl Hansen,Carl Hansen,1976-01-25 00:00:00,1.96,120
14972,Simon Rodgers,Simon Rodgers,1978-05-01 00:00:00,1.83,83
14973,Sean-Michael Stephen,Sean-Michael Stephen,1982-10-27 00:00:00,1.93,105
14975,Denis Avril,Denis Avril,1972-10-31 00:00:00,1.78,107
14976,Alister Campbell,Alister Munro Campbell,1979-07-17 00:00:00,2.01,113
14977,Filisoa Fa'aiu,Filisoa Fa'aiu,,,
14978,Kana Fakava,Samuela Fakava,1981-01-11 00:00:00,1.91,122
14979,Daniel Farani,Daniel Seleni Farani,1977-03-14 00:00:00,1.96,119
14980,Ueleni Fono,Uelenitoni Fono,1983-05-06 00:00:00,1.96,105
14981,Siope Kapeli,Siope Kapeli,1983-12-12 00:00:00,1.88,117
14982,Donald Kerslake,Donald Aukusitino Kerslake,1980-08-06 00:00:00,1.78,117
14983,Mike Langley,Mike Langley,,,
14985,Mike Pletch,Mike Pletch,1983-04-12 00:00:00,1.8,113
14986,Muliufi Salanoa,Muliufi Salanoa,1980-08-16 00:00:00,1.78,104
14987,Pelu Taele-Pavihi,Pelu Ian Taele-Pavihi,1981-09-28 00:00:00,1.98,114
14988,Iosefa Taina,Iosefa Taina,1977-10-09 00:00:00,1.83,90
14989,Sione Niu Tonga,Sione Nui Tonga,,,
14990,Andy Tuilagi,Anitele'a Faivai Tuilagi,1986-06-05 00:00:00,1.85,117
14991,Akio Tyler,Akio Ali Tyler,1978-05-31 00:00:00,1.8,91
14992,Kris Witkowski,Kris Witkowski,1982-06-13 00:00:00,1.83,100
14993,Mosese Luveitasau Yabakitini,Mosese Luveitasau Yabakitini,1980-03-23 00:00:00,1.78,83
14994,Langi Peters,Langi Daniel Peters,1979-04-03 00:00:00,2.01,116
14995,Akapusi Qera,Akapusi Qera,1984-04-24 00:00:00,1.93,102
14996,Samuela Lisala,Samuela Lisala,1977-11-18 00:00:00,1.75,85
14997,Sione Masima,Sione Masima,,,
14998,Sione Taukapo,Sione Taukapo,,,
14999,Rodney Mahe,Rodney Mahe,1983-06-26 00:00:00,,
15000,Fotu'aika Naitoko,Fotu'aika Naitoko,,,
15001,Gary Botha,Gary van Ginkel Botha,1981-10-12 00:00:00,1.8,109
15002,Maleli Kunavore,Maleli Kunavore,1983-11-13 00:00:00,1.83,99
15003,Kameli Ratuvou,Kameli Ratuvou,1982-11-06 00:00:00,1.91,94
15008,Kevin Senio,Kevin Senio,1978-07-06 00:00:00,1.8,91
15009,Adam Ashley-Cooper,Adam Phillip Ashley-Cooper,1984-03-27 00:00:00,1.83,95
15011,Lloyd Johansson,Lloyd Dan Timaru Johansson,1985-05-02 00:00:00,1.8,107
15012,Alex Kanaar,Alexander Kanaar,1983-03-04 00:00:00,1.96,111
15013,Lachie MacKay,Lachlan James MacKay,1982-11-30 00:00:00,1.88,101
15022,Cesar Bernasconi Rivera,Cesar Bernasconi Rivera,1976-01-07 00:00:00,1.88,107
15023,Lee Byrne,Lee Martin Byrne,1980-06-01 00:00:00,1.83,92
15024,Jumpei Enomoto,Jumpei Enomoto,1979-11-30 00:00:00,1.8,86
15025,Vitor Goncalves,Vitor Goncalves,,,
15026,Greg Holmes,Greg Steve Holmes,1983-06-11 00:00:00,1.83,110
15027,Chris Horsman,Christopher Leslie Horsman,1977-02-02 00:00:00,1.91,110
15028,Ion Insausti Jimenez,Ion Insausti Jimenez,1984-04-27 00:00:00,1.8,110
15029,Takashi Kikutani,Takashi Kikutani,1980-02-24 00:00:00,1.88,104
15030,Toshizumi Kitagawa,Toshizumi Kitagawa,1981-02-07 00:00:00,1.96,109
15031,Alvaro Lazaro Gaminde,Alvaro Lazaro Gaminde,1985-01-16 00:00:00,1.91,104
15032,Chris Masoe,Matemini Christopher Masoe,1979-05-15 00:00:00,1.83,102
15033,Takashi Miyake,Takashi Miyake,1980-05-02 00:00:00,1.75,81
15034,Alejandro Ortega Cruz,Alejandro Ortega Cruz,1985-02-14 00:00:00,1.85,99
15035,Tsuyoshi Sato,Tsuyoshi Sato,1977-07-16 00:00:00,1.98,117
15036,Jorge Segurado,Jorge Rafael Pinto Bivar Segurado,1984-06-19 00:00:00,1.8,99
15037,Tomokazu Soma,Tomokazu Soma,1977-06-05 00:00:00,1.83,119
15038,Neemia Tialata,Neemiah Stanley Tialata,1982-07-15 00:00:00,1.8,124
15040,Tiko Matawalu,Tikoibau Matawalu,1977-12-23 00:00:00,1.85,117
15041,Kini Salabogi,Kiniviliame Salabogi,1978-07-11 00:00:00,1.93,104
15042,Aporosa Vata Tunisau,Aporosa Vata Tunisau,1984-02-12 00:00:00,1.73,83
15043,Mo Volavola,Ratu Mosese Volavola,1979-06-06 00:00:00,1.91,98
15044,John Afoa,Ioane Fitu Afoa,1983-10-16 00:00:00,1.83,118
15045,Matias Aguero,Matias Aguero,1981-02-13 00:00:00,1.83,108
15046,Rodrigo Aguiar,Rodrigo Aguiar,,,
15048,Neil Best,Neil Andrew Cecil Best,1979-03-04 00:00:00,1.91,107
15049,Rory Best,Rory David Best,1982-08-15 00:00:00,1.8,105
15050,Dario Cano,Dario Cano,,,
15051,Santiago Carracedo,Santiago Carracedo,1982-04-29 00:00:00,1.83,87
15052,Irakli Chkhikvadze,Irakli Chkhikvadze,1987-10-05 00:00:00,1.85,102
15053,Louis Deacon,Louis Paul Deacon,1980-10-07 00:00:00,1.98,114
15055,Jason Eaton,Jason John Eaton,1982-08-21 00:00:00,2.03,108
15056,Martin Espiga Telleria,Martin Alejandro Espiga Telleria,1985-02-21 00:00:00,1.8,94
15057,Peni Fakalelu,Penisimani Fakalelu,1984-09-11 00:00:00,1.85,126
15058,Scott Fava,Scott George Fava,1976-01-19 00:00:00,1.88,105
15060,Davit Jhamutashvili,Davit Jhamutashvili,,,
15061,Rodrigo Klappenbach,Rodrigo Klappenbach,,,
15062,Adam Kleeberger,Adam Roy Kleeberger,1984-03-02 00:00:00,1.96,95
15063,Juan Labat,Juan Labat,,,
15065,Ryan McWhinney,Ryan McWhinney,1978-01-28 00:00:00,1.83,97
15066,Lee Mears,Lee Andrew Mears,1979-03-05 00:00:00,1.75,99
15067,Giorgi Nemsadze,Giorgi Nemsadze,1984-09-26 00:00:00,1.96,109
15068,Tatafu Polota-Nau,Sione 'Utukiveisini Tatafu Polota-Nau,1985-07-26 00:00:00,1.8,113
15070,Shalva Sutiashvili,Shalva Sutiashvili,1984-01-24 00:00:00,1.93,106
15071,Sebastiao Uva,Sebastiao Uva,,,
15072,Mark van Gisbergen,Mark Cornelius van Gisbergen,1977-06-30 00:00:00,1.78,87
15073,Alessandro Zanni,Alessandro Zanni,1984-01-31 00:00:00,1.93,109
15074,Guillermo Barcena Perotas,Guillermo Barcena Perotas,1984-02-12 00:00:00,1.96,107
15075,Meyer Bosman,Herman Meyer Bosman,1985-04-19 00:00:00,1.93,103
15076,Ian Evans,Ian Richard Evans,1984-10-04 00:00:00,2.03,115
15077,Catalin Fercu,Catalin Fercu,1986-09-05 00:00:00,1.83,87
15078,Sikeli Gavidi Tubuvanere,Sikeli Gavidi Tubuvanere,1982-01-20 00:00:00,1.78,114
15079,Scott Hunter,Scott Hunter,,2.01,108
15080,Alani Maka,Alani Kedron Maka,1978-02-21 00:00:00,1.85,136
15081,Neumi Nanuku,Neumi Nanuku,1975-10-21 00:00:00,1.75,82
15082,Ryan Stewart,Ryan Stewart,,1.68,72
15083,Andrew Trimble,Andrew David Trimble,1984-10-20 00:00:00,1.85,97
15084,Talite Vaioleti,Talite Vaioleti,1980-11-13 00:00:00,1.93,114
15085,Aukuso Collins,August C. Collins,1979-06-25 00:00:00,1.8,95
15086,Garrick Cowley,Garrick James Cowley,1982-04-23 00:00:00,1.83,92
15087,Jonny Fa'amatuainu,Jonathon Sauaga Fa'amatuainu,1983-12-29 00:00:00,1.96,103
15088,Eliota Fuimaono-Sapolu,Eliota Fuimaono-Sapolu,1980-10-31 00:00:00,1.78,104
15090,Jerry Flannery,Jeremiah Paul Flannery,1978-10-17 00:00:00,1.8,99
15091,Perry Freshwater,Perry Thomas Freshwater,1973-07-27 00:00:00,1.83,109
15092,Csaba Gal,Csaba Minya Gal,1985-03-07 00:00:00,1.83,96
15093,Peter Richards,Peter Charles Richards,1978-03-10 00:00:00,1.75,89
15094,Isaia Toeava,Isaia Toeava,1986-01-15 00:00:00,1.8,99
15095,Tom Varndell,Thomas William Varndell,1985-09-16 00:00:00,1.93,95
15096,Horacio Agulla,Horacio Agulla,1984-10-22 00:00:00,1.83,87
15097,Marcelo Bosch,Marcelo Tristan Bosch,1984-01-07 00:00:00,1.83,97
15098,Matias Cortese,Matias Eduardo Cortese,1985-10-01 00:00:00,1.83,106
15099,Gaston de Robertis,Gaston de Robertis,1980-05-12 00:00:00,1.8,111
15100,Kiri Mariner,Kiri Mariner,1984-08-26 00:00:00,1.83,95
15101,Gonzalo Sarasqueta,Gonzalo Sarasqueta,1985-02-19 00:00:00,1.88,93
15102,Nicolas Vergallo,Nicolas Vergallo,1983-08-20 00:00:00,1.7,77
15103,Andrei Igretsov,Andrei Igretsov,1985-12-23 00:00:00,1.85,111
15104,Adam Jones,Adam Mathias Jones,1980-01-12 00:00:00,2.01,117
15105,Yuri Kushnarev,Yuri Kushnarev,1985-06-06 00:00:00,1.83,96
15106,Ivan Prishchepenko,Ivan Prishchepenko,1982-05-26 00:00:00,1.91,121
15107,Eoin Reddan,Eoin G.E. Reddan,1980-11-20 00:00:00,1.78,83
15108,Sergey Trishin,Sergey Trishin,1984-12-12 00:00:00,1.85,92
15109,Guilliaume Bousses,Guilliaume Bousses,1981-10-12 00:00:00,1.83,92
15110,Benjamin Boyet,Benjamin Boyet,1979-08-08 00:00:00,1.85,86
15111,Gareth Delve,Gareth Leon Delve,1982-12-30 00:00:00,1.91,113
15112,Ben MacDougall,Benjamin MacDougall,1977-05-25 00:00:00,1.91,92
15114,George Chuter,George Scala Chuter,1976-07-09 00:00:00,1.8,97
15115,Bruno Conceicao,Bruno Conceicao,,,
15116,Artem Fatakhov,Artem Fatakhov,1979-09-08 00:00:00,1.91,101
15117,Diogo Gama,Diogo Gama,1981-06-15 00:00:00,1.8,89
15118,Tiago Girao,Tiago Maria Menezes Vilhena Girao,1984-11-30 00:00:00,1.91,92
15121,Salvador Palha,Salvador Correia sa Pereira Palha,1984-04-14 00:00:00,1.75,84
15122,Pedro Silva,Pedro Jose Almas Silva,1984-05-02 00:00:00,1.83,93
15123,Alexandr Vozdovskiy,Alexandr Vozdovskiy,,,
15124,Alexandr Ianyushkin,Alexandr Ianyushkin,1982-10-30 00:00:00,1.65,74
15125,Carlos Arenas Muniz,Carlos Arenas Muniz,1985-05-28 00:00:00,1.7,71
15126,Martin Beranek,Martin Beranek,,,
15127,Jiri Buryanek,Jiri Buryanek,,,
15128,Vaclav Jursik,Vaclav Jursik,,,
15129,Nicolae Nere,Nicolae Nere,1981-06-12 00:00:00,1.85,109
15130,Martin Olsansky,Martin Olsansky,,,
15131,Alex Onega Camacho,Alejandro Onega Camacho,1979-12-23 00:00:00,1.93,114
15132,Martin Pachman,Martin Pachman,1973-07-19 00:00:00,,
15134,Jiri Sluka,Jiri Sluka,,,
15135,Martin Snidal,Martin Snidal,,,
126019,Patrik Kovacs,Patrik Kovacs,,,
15140,Eiji Ando,Eiji Ando,1982-05-14 00:00:00,1.73,84
15141,Yuta Imamura,Yuta Imamura,1984-10-31 00:00:00,1.78,93
15143,Yuki Yatomi,Yuki Yatomi,1985-02-16 00:00:00,1.75,84
15144,Aleksandr Berezovchuk,Aleksandr Berezovchuk,,,
15145,Nikolai Delierguev,Nikolai Delierguev,,,
15147,Aleksandr Galushko,Aleksandr Galushko,,,
15148,Revaz Gigauri,Revaz Gigauri,1984-05-09 00:00:00,1.85,92
15149,Ondriy Golishchev,Ondriy Golishchev,1980-04-03 00:00:00,,
15151,Vladimir Iakimenko,Vladimir Iakimenko,,,
15152,Mikola Kyrsanov,Mikola Kyrsanov,,,
15153,Aleksandr Liubiy,Aleksandr Liubiy,,,
15154,Aleksandr Lomakin,Aleksandr Lomakin,,,
15155,Pedro Martin Enrique,Pedro Cesar Martin Enrique,1987-03-29 00:00:00,,
15156,Iuri Natriashvili,Irakli Natriashvili,1984-01-25 00:00:00,1.78,105
15157,Aleksandr Niunin,Aleksandr Niunin,,,
15159,Yuri Pitgoniak,Yuri Pitgoniak,,,
15161,Sergei Sukhikh,Sergei Sukhikh,,,
15162,Aleksandr Tsapenko,Aleksandr Tsapenko,,,
15163,Sergei Tserkovniy,Sergei Tserkovniy,,,
15164,Oleg Zalizniy,Oleg Zalizniy,1971-11-02 00:00:00,1.98,103
15168,Cyril Hijar Barre,Cyril Hijar Barre,1984-01-25 00:00:00,1.93,93
15169,Sergio Padrisa Vinegia,Sergio Padrisa Vinegia,1977-02-26 00:00:00,1.85,104
15170,Manuel Mata Pereira,Manuel Mata Pereira,1982-03-07 00:00:00,1.91,98
15172,Ruslan Tserkovniy,Ruslan Tserkovniy,,,
15173,Davit Kacharava,Davit Kacharava,1985-01-16 00:00:00,1.83,90
15174,Jan Benda,Jan Benda,,,
15176,Jan Machacek,Jan Machacek,1972-02-15 00:00:00,1.93,105
15177,Miguel Burgaleta Perez-Prim,Miguel Burgaleta Perez-Prim,1975-08-08 00:00:00,1.8,101
15178,Mikola Deliyergiyev,Mikola Deliyergiyev,,,
15179,Petro Galastyan,Petro Galastyan,,,
15180,Alexei Gubaryev,Alexei Gubaryev,,,
15182,Igor Kurashov,Igor Kurashov,1987-01-01 00:00:00,1.75,85
15183,Vladimir Marchenko,Vladimir Marchenko,1971-06-25 00:00:00,1.73,106
15184,Alexei Rechnev,Alexei Rechnev,,,
15186,Maxim Starovoytov,Maxim Starovoytov,,,
15187,Maxim Timoshchuk,Maxim Timoshchuk,1987-12-25 00:00:00,1.78,79
15188,Anatoliy Tsyganenko,Anatoliy Tsyganenko,,,
15189,Dimitri Zubarev,Dimitri Zubarev,1982-08-07 00:00:00,1.83,84
15190,Mark Aylor,Mark O. Aylor,1978-11-01 00:00:00,1.93,112
15191,Brian Barnard,Brian Barnard,1980-11-03 00:00:00,1.88,97
15192,Patrick Bell,Patrick John Donald Bell,1976-07-13 00:00:00,1.78,102
15193,Oleg Berezov,Oleg Berezov,,,
15194,Brian Blaney,Brian Blaney,1982-02-26 00:00:00,1.88,104
15195,Damian Browne,Damian Joseph Browne,1980-05-17 00:00:00,1.96,124
15196,Tom Court,Thomas Gordon Court,1980-11-06 00:00:00,1.91,114
15197,Robert Dascalu,Robert Catalin Dascalu,1984-04-13 00:00:00,1.83,95
15198,Vaha Esikia,Vahafolau Esikia,1979-11-28 00:00:00,1.8,95
15199,Declan Fitzpatrick,Declan James Fitzpatrick,1983-07-12 00:00:00,1.83,115
15200,John Fogarty,John Fogarty,1977-10-18 00:00:00,1.78,101
15201,John Hearty,John Hearty,1983-09-05 00:00:00,1.83,90
15202,Jamie Heaslip,James Peter Richard Heaslip,1983-12-15 00:00:00,1.93,109
15203,Eoghan Hickey,Eoghan Kevin Hickey,1981-10-29 00:00:00,1.8,93
15204,Ray Hogan,Raymond P. Hogan,1981-11-21 00:00:00,1.93,113
15205,Jeff Hullinger,Elwood Jeff Hullinger,1980-12-11 00:00:00,1.8,83
15206,Artem Ilanko,Artem Ilanko,,,
15207,Shane Jennings,Shane Jennings,1981-07-08 00:00:00,1.85,104
15208,Rob Kearney,Robert D.J. Kearney,1986-03-26 00:00:00,1.85,93
15209,Simon Keogh,Simon Keogh,1979-09-05 00:00:00,1.75,87
15210,Owen Lentz,Owen Lentz,1980-01-24 00:00:00,1.75,100
15211,Oleg Litvinenko,Oleg Litvinenko,,,
15212,Ronan McCormack,Ronan McCormack,1977-04-27 00:00:00,1.78,114
15213,Neil McMillan,Neil Patrick McMillan,1981-05-15 00:00:00,1.8,105
15214,Mihai Macovei,Mihai Macovei,1986-10-29 00:00:00,1.96,108
15215,Gary Maxwell,Gary Maxwell,1984-02-25 00:00:00,1.85,106
15216,Tyson Meek,Stephen Meek,1980-04-21 00:00:00,1.68,77
15217,John Muldoon,John Muldoon,1982-11-30 00:00:00,1.91,109
15218,Tomas O'Leary,Tomas G. O'Leary,1983-10-22 00:00:00,1.8,86
15219,Vitaly Olepirenko,Vitaly Olepirenko,,,
15221,Pate Tuilevuka,Alipate Eliki Tuilevuka,1980-07-11 00:00:00,1.91,111
15222,Florin Vlaicu,Florin Adrian Vlaicu,1986-07-26 00:00:00,1.85,97
15223,Paddy Wallace,Paddy R. Wallace,1979-08-27 00:00:00,1.8,80
15224,Ivan Zaliznyk,Ivan Zaliznyk,,,
15225,Lotu Filipine,'Osaiasi 'Alu-moe-Latu Filipine,1980-08-27 00:00:00,1.88,117
15226,Viliami Hakalo,Viliami Ahofono Hakalo,1987-12-04 00:00:00,1.83,79
15227,Kele Hehea,Paino Kelekolio Hehea,1979-02-01 00:00:00,1.91,109
15228,Nili Latu Langilangi,'Otenili Latu Langilangi,1982-02-19 00:00:00,1.83,103
15229,Atsushi Moriya,Atsushi Moriya,1981-12-28 00:00:00,1.83,89
15230,Tatafu Na'aniumotu,Tatafu Na'aniumotu,1984-06-12 00:00:00,1.91,97
15231,Tomoaki Taniguchi,Tomoaki Taniguchi,1982-08-26 00:00:00,1.93,123
15232,Tevita Vaikona,Tevita Vaikona,1974-08-18 00:00:00,1.88,102
15233,Mat Berquist,Mathew William Berquist,1983-05-11 00:00:00,1.83,87
15234,Callum Bruce,Callum Alexander Bruce,1983-06-09 00:00:00,1.8,91
15235,Cory Jane,Cory Steven Jane,1983-02-08 00:00:00,1.83,90
15236,Richard Kahui,Richard David Kahui,1985-06-09 00:00:00,1.88,102
15237,Jason Kelly,Jason Kelly,1978-02-08 00:00:00,1.78,86
15238,Zar Lawrence,Zar Winton Lawrence,1982-09-02 00:00:00,1.93,94
15239,Luke Mahoney,Luke Brian Mahoney,1980-01-05 00:00:00,1.8,105
15240,Liam Messam,Liam Justin Messam,1984-03-25 00:00:00,1.91,108
15241,Jeremy Nash,Jeremy Nash,,,
15242,Mike Noble,Michael R.B. Noble,1978-11-07 00:00:00,1.83,120
15243,Chris Smylie,Christopher Bradley Smylie,1982-03-22 00:00:00,1.78,88
15244,Anthony Tahana,Anthony Steven Tahana,1977-12-09 00:00:00,1.78,94
15245,Corey Tamou,Corey Kirkwood B. Tamou,1980-01-10 00:00:00,1.8,96
15246,Pehi te Whare,Pehitaia Christopher te Whare,1984-02-06 00:00:00,1.85,95
15248,Anthony Boric,Anthony Frank Boric,1983-12-27 00:00:00,2.01,112
15249,Tom Donnelly,Thomas Joshua Sebastian Donnelly,1981-10-01 00:00:00,2.01,104
15251,Timoteo Iosua,Timoteo Iosua,1986-09-17 00:00:00,1.83,88
15255,Doug Sanft,Douglas Gordon Sanft,,1.8,93
15256,John Schwalger,John Evan Schwalger,1983-09-28 00:00:00,1.88,122
15257,Philemon Toleafoa,Philemon L. Toleafoa,1982-04-17 00:00:00,1.93,139
15258,Anthony Tuitavake,Anthony Samuel Mosolini Tuitavake,1982-02-12 00:00:00,1.8,89
15262,Isaac Boss,Isaac James Boss,1980-04-09 00:00:00,1.78,87
15263,Miroslav Bures,Miroslav Bures,,,
15264,Petr Cisek,Petr Cisek,,,
15265,Clarke Dermody,Clarke Dermody,1980-04-22 00:00:00,1.83,114
15266,Scott Hamilton,Scott Elliot Hamilton,1980-03-04 00:00:00,1.91,99
15267,Valery Ignatev,Valery Ignatev,1983-01-02 00:00:00,,
15268,Jerome Kaino,Jerome Kaino,1983-04-06 00:00:00,1.96,112
15269,Masi Matadigo,Sakiusa Masinivanua Matadigo,1982-08-08 00:00:00,1.88,105
15270,Johann Muller,Gysbert Johannes Muller,1980-01-06 00:00:00,2.01,111
15271,Wynand Olivier,Wynand Olivier,1983-06-11 00:00:00,1.85,92
15272,Sam Pinder,Samuel Jared Pinder,1979-02-15 00:00:00,1.85,91
15273,Greg Rawlinson,Gregory Paul Rawlinson,1978-08-14 00:00:00,2.01,117
15275,Seveci Takamaiwai Sauradu,Seveci Takamaiwai Sauradu,1981-12-25 00:00:00,1.65,93
15276,Netani Talei,Netani Edward Talei,1983-03-19 00:00:00,1.91,108
15277,Emosi Vucago,Ratu Emosi Vucago,1983-10-05 00:00:00,1.68,76
15278,Bryan Young,Bryan Young,1981-06-11 00:00:00,1.85,113
15279,Viktor Zdanovich,Viktor Zdanovich,,,
15280,Robert Barbieri,Robert Julian Barbieri,1984-06-05 00:00:00,1.85,111
15281,Rodney Blake,Rodney Christopher Blake,1983-04-29 00:00:00,1.91,126
15282,David Bortolussi,David Bortolussi,1981-07-21 00:00:00,1.85,90
15283,Ben de Jager,Benjamin de Jager,1980-01-12 00:00:00,1.96,93
15284,Pablo Gambarini,Pablo M. Gambarini,1980-05-05 00:00:00,1.78,101
15285,Leonardo Ghiraldini,Leonardo Lorenzo Ghiraldini,1984-12-26 00:00:00,1.83,98
15286,Richard Hibbard,Richard Martin Hibbard,1983-12-13 00:00:00,1.83,113
15287,James Hook,James William Hook,1985-06-27 00:00:00,1.83,95
15288,Alun Wyn Jones,Alun Wyn Jones,1985-09-19 00:00:00,1.96,117
15289,Magnus Lund,Magnus Burnett Lund,1983-06-25 00:00:00,1.91,104
15290,Andrea Marcato,Andrea Marcato,1983-04-17 00:00:00,1.83,89
15291,Michele Sepe,Michele Sepe,1986-10-08 00:00:00,1.83,86
15292,Cameron Shepherd,Cameron Bernard Shepherd,1984-03-30 00:00:00,1.91,103
15293,Fabio Staibano,Fabio Staibano,1983-04-20 00:00:00,1.83,121
15294,Rhys M. Thomas,Rhys Muir Thomas,1982-07-31 00:00:00,1.83,119
15295,Eduardo Acosta,Eduardo David Acosta,1978-07-05 00:00:00,1.91,109
15296,Aderito Esteves,Aderito Assuncao Tiny Gloria Esteves,1985-10-08 00:00:00,1.93,102
15297,Marcelo Vargas,Juan David Marcelo Vargas,1978-12-20 00:00:00,1.8,106
15298,Mike Barbieri,Michael Barbieri,1978-07-07 00:00:00,1.85,117
15300,Stelian Burcea,Sandu Stelian Burcea,1983-10-07 00:00:00,1.88,97
15301,Wyatt Crockett,Wyatt William Vogels Crockett,1983-01-24 00:00:00,1.93,115
15302,Vincent Debaty,Vincent Debaty,1981-10-02 00:00:00,1.91,121
15303,Stephen Donald,Stephen Rex Donald,1983-12-03 00:00:00,1.91,99
15304,Thierry Dusautoir,Thierry S. Dusautoir,1981-11-18 00:00:00,1.88,98
15305,Alafoti Faosiliva,Alafoti Faosiliva,1985-10-28 00:00:00,1.85,111
15306,Scott Lawrence,Scott Lawrence,1975-10-08 00:00:00,1.88,104
15307,Justin Mensah-Coker,Justin Tyler Mensah-Coker,1983-11-18 00:00:00,1.96,106
15308,Ander Monro,Alexander Monro,1981-09-06 00:00:00,1.78,87
15309,Chris Pack,Chris Pack,1978-05-05 00:00:00,1.83,96
15310,Wycliff Palu,Wycliff Louis Palu,1982-07-27 00:00:00,1.93,114
15311,Chad Slade,Fred Sioa Chad Slade,1982-01-08 00:00:00,1.96,114
15313,Tomas de Vedia,Tomas de Vedia,1982-05-31 00:00:00,1.88,97
15314,Agustin Durand,Agustin Durand,1981-09-23 00:00:00,1.8,84
15315,Juan Ignacio Gauthier,Juan Ignacio Gauthier,1982-03-03 00:00:00,1.78,77
15316,Juan Gomez,Juan Francisco Gomez,1984-03-27 00:00:00,1.83,114
15317,Agustin Guzman,Jose Agustin Guzman,1984-01-26 00:00:00,1.93,103
15318,Mariano Lorenzetti,Mariano Lorenzetti,1977-11-25 00:00:00,1.83,117
15319,Esteban Lozada,Esteban Lozada,1982-01-08 00:00:00,1.93,109
15320,Yaroslav Rechnev,Yaroslav Rechnev,1981-06-20 00:00:00,1.88,90
15321,Dave Biddle,David Biddle,1985-08-10 00:00:00,1.88,101
15322,Emanuele Brancalion,Emanuele Brancalion,1978-08-08 00:00:00,1.88,114
15323,Hubert Buydens,Hubert Arthur Wayne Buydens,1982-01-04 00:00:00,1.91,129
15325,Lorenzo Cittadini,Lorenzo Cittadini,1982-12-17 00:00:00,1.91,117
15326,Loki Crichton,Loki Crichton,1976-03-14 00:00:00,1.8,87
15327,Luigi Ferraro,Luigi Ferraro,1982-04-03 00:00:00,1.83,97
15329,Luigi Milani,Luigi Milani,1984-11-28 00:00:00,1.83,109
15330,Pino Patelli,Pino Pietro Patelli,1983-06-15 00:00:00,1.75,74
15331,Tommaso Reato,Tommaso Reato,1984-05-12 00:00:00,1.93,95
